customer_id,reporting_week,mcc,spend_amount,transaction_count,avg_ticket_amount
CUST00437,2025-10-21,5311,1228.87,2,614.43
CUST00437,2025-10-21,5912,1886.37,19,99.28
CUST00304,2025-10-21,5732,1009.52,2,504.76
CUST00304,2025-10-21,5411,1157.14,23,50.31
CUST00304,2025-10-21,5999,216.73,21,10.32
CUST00024,2025-10-21,5411,1279.4,10,127.94
CUST00024,2025-10-21,5912,758.67,8,94.83
CUST00349,2025-10-21,5311,146.55,20,7.33
CUST00349,2025-10-21,5999,1310.62,25,52.42
CUST00217,2025-10-21,5311,984.83,8,123.1
CUST00217,2025-10-21,5411,1892.78,11,172.07
CUST00217,2025-10-21,5732,553.18,5,110.64
CUST00217,2025-10-21,5541,537.48,3,179.16
CUST00178,2025-10-21,5541,1554.3,9,172.7
CUST00178,2025-10-21,5311,789.01,9,87.67
CUST00178,2025-10-21,5812,1375.81,17,80.93
CUST00109,2025-10-21,5541,717.83,4,179.46
CUST00109,2025-10-21,5814,468.18,10,46.82
CUST00109,2025-10-21,5732,1146.12,21,54.58
CUST00109,2025-10-21,5311,548.41,3,182.8
EDGE003,2025-10-21,5732,644.54,8,80.57
EDGE003,2025-10-21,5999,668.58,27,24.76
EDGE003,2025-10-21,5814,1672.84,21,79.66
CUST00427,2025-10-21,5411,1391.66,6,231.94
CUST00427,2025-10-21,5311,1625.23,19,85.54
CUST00427,2025-10-21,5912,1195.62,16,74.73
CUST00427,2025-10-21,5999,1773.56,18,98.53
CUST00051,2025-10-21,5912,884.31,24,36.85
CUST00245,2025-10-21,5814,1707.1,2,853.55
CUST00245,2025-10-21,5912,896.57,4,224.14
CUST00344,2025-10-21,5541,624.73,26,24.03
CUST00344,2025-10-21,5999,492.63,23,21.42
CUST00344,2025-10-21,5814,888.93,3,296.31
CUST00142,2025-10-21,5814,1943.76,24,80.99
CUST00142,2025-10-21,5411,1758.69,29,60.64
CUST00142,2025-10-21,5311,796.49,26,30.63
CUST00315,2025-10-21,5311,1618.91,3,539.64
CUST00315,2025-10-21,5999,292.51,1,292.51
CUST00315,2025-10-21,5814,1372.53,17,80.74
CUST00477,2025-10-21,5814,220.62,15,14.71
CUST00477,2025-10-21,5999,114.1,11,10.37
CUST00167,2025-10-21,5732,1565.41,20,78.27
CUST00167,2025-10-21,5541,1730.37,5,346.07
CUST00348,2025-10-21,5999,115.55,1,115.55
CUST00195,2025-10-21,5311,1566.4,24,65.27
CUST00195,2025-10-21,5732,794.76,18,44.15
CUST00195,2025-10-21,5812,1869.94,26,71.92
CUST00387,2025-10-21,5411,376.98,7,53.85
CUST00387,2025-10-21,5311,818.37,21,38.97
CUST00097,2025-10-21,5814,955.99,24,39.83
CUST00425,2025-10-21,5814,1142.5,17,67.21
CUST00425,2025-10-21,5541,503.68,21,23.98
CUST00316,2025-10-21,5912,441.48,6,73.58
CUST00316,2025-10-21,5411,291.27,1,291.27
CUST00032,2025-10-21,5912,352.44,26,13.56
CUST00032,2025-10-21,5541,949.38,2,474.69
CUST00205,2025-10-21,5411,202.82,15,13.52
CUST00205,2025-10-21,5732,1581.38,25,63.26
CUST00361,2025-10-21,5999,404.72,13,31.13
CUST00368,2025-10-21,5812,381.65,4,95.41
CUST00368,2025-10-21,5732,246.42,16,15.4
CUST00088,2025-10-21,5732,195.34,18,10.85
CUST00088,2025-10-21,5311,1264.31,27,46.83
CUST00088,2025-10-21,5541,1255.2,26,48.28
CUST00088,2025-10-21,5814,1274.02,6,212.34
CUST00372,2025-10-21,5411,341.2,24,14.22
CUST00372,2025-10-21,5814,290.95,25,11.64
CUST00372,2025-10-21,5541,1116.3,10,111.63
CUST00317,2025-10-21,5814,1782.66,26,68.56
CUST00317,2025-10-21,5541,1237.91,2,618.96
CUST00234,2025-10-21,5814,1808.53,24,75.36
CUST00077,2025-10-21,5541,1597.82,10,159.78
CUST00077,2025-10-21,5814,1725.29,8,215.66
CUST00077,2025-10-21,5311,1614.98,15,107.67
CUST00077,2025-10-21,5732,346.38,2,173.19
CUST00302,2025-10-21,5814,1925.84,27,71.33
CUST00267,2025-10-21,5812,1996.75,19,105.09
CUST00267,2025-10-21,5311,1914.52,14,136.75
CUST00267,2025-10-21,5912,550.24,18,30.57
CUST00420,2025-10-21,5912,1352.88,13,104.07
CUST00420,2025-10-21,5814,290.88,18,16.16
CUST00420,2025-10-21,5999,1791.97,1,1791.97
CUST00420,2025-10-21,5732,353.24,1,353.24
CUST00431,2025-10-21,5311,701.05,10,70.1
CUST00431,2025-10-21,5812,1495.93,28,53.43
CUST00393,2025-10-21,5411,720.49,21,34.31
CUST00393,2025-10-21,5311,1548.18,4,387.04
CUST00393,2025-10-21,5814,1673.87,8,209.23
EDGE005,2025-10-21,5912,1655.99,4,414.0
EDGE005,2025-10-21,5812,1890.97,29,65.21
CUST00232,2025-10-21,5311,1457.33,13,112.1
CUST00238,2025-10-21,5732,588.89,1,588.89
CUST00328,2025-10-21,5999,331.36,9,36.82
CUST00328,2025-10-21,5411,272.33,9,30.26
CUST00438,2025-10-21,5999,1606.92,17,94.52
CUST00438,2025-10-21,5814,1013.87,10,101.39
CUST00200,2025-10-21,5311,1458.9,3,486.3
CUST00200,2025-10-21,5812,1994.96,27,73.89
CUST00303,2025-10-21,5311,1781.61,21,84.84
CUST00303,2025-10-21,5541,1322.48,5,264.5
CUST00303,2025-10-21,5812,1223.42,7,174.77
CUST00213,2025-10-21,5411,825.51,2,412.75
CUST00265,2025-10-21,5411,1437.44,21,68.45
CUST00478,2025-10-21,5541,1008.69,28,36.02
CUST00478,2025-10-21,5814,427.66,28,15.27
CUST00478,2025-10-21,5311,1826.85,12,152.24
CUST00221,2025-10-21,5812,576.22,20,28.81
CUST00221,2025-10-21,5999,681.62,2,340.81
CUST00221,2025-10-21,5311,1811.22,27,67.08
CUST00335,2025-10-21,5311,966.18,6,161.03
CUST00335,2025-10-21,5912,1438.34,16,89.9
CUST00335,2025-10-21,5732,232.86,2,116.43
CUST00098,2025-10-21,5541,1266.65,23,55.07
CUST00098,2025-10-21,5999,1143.97,28,40.86
CUST00098,2025-10-21,5732,1740.21,10,174.02
CUST00149,2025-10-21,5541,523.18,3,174.39
CUST00149,2025-10-21,5812,352.37,19,18.55
CUST00497,2025-10-21,5311,1462.73,24,60.95
CUST00180,2025-10-21,5732,799.64,3,266.55
CUST00180,2025-10-21,5912,374.12,25,14.96
CUST00180,2025-10-21,5812,560.99,1,560.99
CUST00180,2025-10-21,5411,1226.29,8,153.29
CUST00456,2025-10-21,5732,617.53,11,56.14
CUST00456,2025-10-21,5812,1109.13,6,184.86
CUST00184,2025-10-21,5541,1863.37,16,116.46
CUST00184,2025-10-21,5732,960.39,21,45.73
CUST00402,2025-10-21,5541,969.79,26,37.3
CUST00402,2025-10-21,5814,1736.04,12,144.67
CUST00463,2025-10-21,5812,1268.58,13,97.58
CUST00463,2025-10-21,5411,1411.93,17,83.05
CUST00463,2025-10-21,5999,1358.73,17,79.93
CUST00008,2025-10-21,5812,1538.08,28,54.93
CUST00036,2025-10-21,5814,382.13,26,14.7
CUST00377,2025-10-21,5999,1687.07,26,64.89
CUST00377,2025-10-21,5541,774.3,28,27.65
CUST00377,2025-10-21,5912,863.71,14,61.69
CUST00377,2025-10-21,5812,173.75,15,11.58
CUST00283,2025-10-21,5411,1979.5,19,104.18
CUST00283,2025-10-21,5814,251.2,19,13.22
CUST00283,2025-10-21,5812,1239.22,7,177.03
CUST00283,2025-10-21,5541,112.66,10,11.27
CUST00192,2025-10-21,5812,1497.48,20,74.87
CUST00192,2025-10-21,5999,1987.87,12,165.66
CUST00192,2025-10-21,5541,937.95,28,33.5
CUST00086,2025-10-21,5732,506.01,6,84.33
CUST00086,2025-10-21,5812,647.43,29,22.33
CUST00276,2025-10-21,5732,1031.62,20,51.58
CUST00276,2025-10-21,5411,1934.95,6,322.49
CUST00276,2025-10-21,5812,677.38,11,61.58
CUST00280,2025-10-21,5732,1438.67,29,49.61
CUST00280,2025-10-21,5411,706.44,1,706.44
CUST00280,2025-10-21,5814,1541.98,5,308.4
CUST00025,2025-10-21,5999,682.51,20,34.13
CUST00362,2025-10-21,5999,544.45,6,90.74
CUST00446,2025-10-21,5311,778.27,21,37.06
CUST00446,2025-10-21,5999,597.18,26,22.97
CUST00446,2025-10-21,5541,1684.32,26,64.78
CUST00446,2025-10-21,5912,799.74,24,33.32
CUST00474,2025-10-21,5311,498.19,17,29.31
CUST00474,2025-10-21,5411,1634.21,1,1634.21
CUST00474,2025-10-21,5541,317.29,14,22.66
EDGE004,2025-10-21,5912,245.52,7,35.07
EDGE004,2025-10-21,5732,1639.98,15,109.33
EDGE004,2025-10-21,5411,1248.23,27,46.23
CUST00121,2025-10-21,5732,441.35,10,44.13
CUST00121,2025-10-21,5411,322.83,8,40.35
CUST00121,2025-10-21,5912,1126.5,28,40.23
CUST00121,2025-10-21,5311,923.13,28,32.97
CUST00233,2025-10-21,5541,633.05,10,63.31
CUST00233,2025-10-21,5411,799.42,1,799.42
CUST00010,2025-10-21,5311,612.94,27,22.7
CUST00010,2025-10-21,5812,1573.62,27,58.28
CUST00187,2025-10-21,5812,790.54,22,35.93
CUST00114,2025-10-21,5812,1558.23,18,86.57
CUST00277,2025-10-21,5732,599.72,6,99.95
CUST00277,2025-10-21,5541,509.03,25,20.36
CUST00277,2025-10-21,5999,549.77,2,274.89
CUST00128,2025-10-21,5812,255.74,4,63.93
CUST00128,2025-10-21,5999,976.3,12,81.36
CUST00128,2025-10-21,5311,1625.98,4,406.5
CUST00128,2025-10-21,5912,674.77,26,25.95
CUST00165,2025-10-21,5814,1982.05,22,90.09
CUST00165,2025-10-21,5912,102.77,15,6.85
CUST00165,2025-10-21,5311,1124.19,16,70.26
CUST00275,2025-10-21,5732,1791.13,16,111.95
CUST00275,2025-10-21,5999,709.3,24,29.55
CUST00138,2025-10-21,5311,1272.43,19,66.97
CUST00138,2025-10-21,5814,1858.37,21,88.49
CUST00138,2025-10-21,5812,1303.9,5,260.78
CUST00138,2025-10-21,5411,1191.22,1,1191.22
CUST00291,2025-10-21,5732,1901.7,9,211.3
CUST00291,2025-10-21,5814,470.89,28,16.82
CUST00133,2025-10-21,5999,1545.89,18,85.88
CUST00133,2025-10-21,5311,911.98,26,35.08
CUST00343,2025-10-21,5541,371.85,27,13.77
CUST00343,2025-10-21,5411,926.38,27,34.31
CUST00343,2025-10-21,5812,227.78,21,10.85
CUST00338,2025-10-21,5814,1476.95,20,73.85
CUST00338,2025-10-21,5999,1832.1,2,916.05
CUST00338,2025-10-21,5311,1811.42,28,64.69
CUST00338,2025-10-21,5411,1485.9,13,114.3
CUST00191,2025-10-21,5812,157.38,28,5.62
CUST00191,2025-10-21,5541,293.94,15,19.6
CUST00191,2025-10-21,5732,663.65,15,44.24
CUST00397,2025-10-21,5812,524.16,21,24.96
CUST00397,2025-10-21,5912,1130.23,15,75.35
CUST00397,2025-10-21,5541,272.11,14,19.44
CUST00043,2025-10-21,5732,1986.97,8,248.37
CUST00073,2025-10-21,5814,1417.46,10,141.75
CUST00066,2025-10-21,5541,1594.0,23,69.3
CUST00066,2025-10-21,5411,1261.04,28,45.04
CUST00417,2025-10-21,5411,1873.02,1,1873.02
CUST00417,2025-10-21,5912,924.6,21,44.03
CUST00396,2025-10-21,5541,665.7,19,35.04
CUST00396,2025-10-21,5999,1345.19,23,58.49
CUST00396,2025-10-21,5912,1775.04,14,126.79
CUST00442,2025-10-21,5311,282.97,28,10.11
CUST00442,2025-10-21,5812,1078.71,6,179.78
CUST00096,2025-10-21,5912,958.44,14,68.46
CUST00096,2025-10-21,5732,1759.39,22,79.97
CUST00096,2025-10-21,5812,1619.47,26,62.29
CUST00447,2025-10-21,5311,1073.86,25,42.95
CUST00447,2025-10-21,5732,1232.59,4,308.15
CUST00426,2025-10-21,5411,647.64,11,58.88
CUST00426,2025-10-21,5912,1596.23,25,63.85
CUST00161,2025-10-21,5732,446.93,3,148.98
CUST00161,2025-10-21,5311,1170.84,16,73.18
CUST00161,2025-10-21,5812,265.39,25,10.62
CUST00161,2025-10-21,5541,1681.45,5,336.29
CUST00183,2025-10-21,5812,904.21,12,75.35
CUST00219,2025-10-21,5311,820.79,17,48.28
CUST00219,2025-10-21,5732,596.72,15,39.78
CUST00300,2025-10-21,5999,1597.91,7,228.27
CUST00300,2025-10-21,5732,806.67,21,38.41
CUST00300,2025-10-21,5912,1480.18,5,296.04
CUST00300,2025-10-21,5541,342.71,17,20.16
CUST00237,2025-10-21,5999,1363.6,8,170.45
CUST00237,2025-10-21,5814,1272.44,19,66.97
CUST00471,2025-10-21,5814,1029.81,19,54.2
CUST00471,2025-10-21,5912,1710.77,25,68.43
CUST00471,2025-10-21,5812,639.79,8,79.97
CUST00471,2025-10-21,5541,726.34,17,42.73
CUST00063,2025-10-21,5411,1976.05,15,131.74
CUST00063,2025-10-21,5541,1296.72,11,117.88
CUST00063,2025-10-21,5732,1762.28,24,73.43
CUST00215,2025-10-21,5732,364.69,23,15.86
CUST00215,2025-10-21,5814,1839.86,22,83.63
CUST00215,2025-10-21,5999,1867.35,19,98.28
CUST00287,2025-10-21,5999,1232.61,12,102.72
CUST00287,2025-10-21,5541,1179.18,27,43.67
CUST00198,2025-10-21,5812,1302.08,12,108.51
CUST00198,2025-10-21,5311,1855.65,25,74.23
CUST00198,2025-10-21,5814,1648.72,26,63.41
CUST00196,2025-10-21,5732,641.77,14,45.84
CUST00196,2025-10-21,5912,1048.74,2,524.37
CUST00196,2025-10-21,5814,1400.28,13,107.71
CUST00196,2025-10-21,5812,1691.28,29,58.32
CUST00016,2025-10-21,5541,359.19,12,29.93
CUST00016,2025-10-21,5912,385.76,20,19.29
CUST00016,2025-10-21,5732,368.59,2,184.29
CUST00331,2025-10-21,5541,1959.01,25,78.36
CUST00331,2025-10-21,5812,271.28,21,12.92
CUST00288,2025-10-21,5999,1757.62,2,878.81
CUST00102,2025-10-21,5814,1218.73,13,93.75
CUST00102,2025-10-21,5812,1270.49,12,105.87
CUST00102,2025-10-21,5311,673.28,8,84.16
CUST00379,2025-10-21,5912,1221.07,18,67.84
CUST00379,2025-10-21,5732,1065.04,5,213.01
CUST00379,2025-10-21,5411,1790.69,10,179.07
CUST00052,2025-10-21,5732,1322.31,5,264.46
CUST00052,2025-10-21,5311,1384.29,9,153.81
CUST00395,2025-10-21,5311,1520.25,16,95.02
CUST00395,2025-10-21,5732,309.14,22,14.05
CUST00395,2025-10-21,5999,1588.2,19,83.59
CUST00395,2025-10-21,5814,1378.99,14,98.5
CUST00229,2025-10-21,5732,679.19,15,45.28
CUST00229,2025-10-21,5999,801.11,13,61.62
CUST00229,2025-10-21,5541,579.81,12,48.32
CUST00229,2025-10-21,5812,1471.32,12,122.61
CUST00472,2025-10-21,5999,1033.56,7,147.65
CUST00231,2025-10-21,5411,989.26,19,52.07
CUST00231,2025-10-21,5311,128.31,10,12.83
CUST00231,2025-10-21,5812,1761.55,19,92.71
CUST00034,2025-10-21,5814,822.21,16,51.39
CUST00034,2025-10-21,5411,1810.93,29,62.45
CUST00034,2025-10-21,5732,1305.38,8,163.17
CUST00034,2025-10-21,5812,1986.24,15,132.42
CUST00107,2025-10-21,5311,647.02,24,26.96
CUST00282,2025-10-21,5912,1662.73,19,87.51
CUST00282,2025-10-21,5411,702.98,20,35.15
CUST00282,2025-10-21,5311,603.04,16,37.69
CUST00306,2025-10-21,5541,1402.7,14,100.19
CUST00306,2025-10-21,5411,1152.69,17,67.81
CUST00306,2025-10-21,5999,316.38,18,17.58
CUST00115,2025-10-21,5999,1392.55,1,1392.55
CUST00115,2025-10-21,5732,1611.81,5,322.36
CUST00115,2025-10-21,5812,1221.95,23,53.13
CUST00115,2025-10-21,5912,371.09,23,16.13
CUST00208,2025-10-21,5732,390.33,17,22.96
CUST00208,2025-10-21,5541,1786.08,17,105.06
CUST00208,2025-10-21,5814,305.77,7,43.68
CUST00210,2025-10-21,5912,1202.81,29,41.48
CUST00210,2025-10-21,5732,747.53,10,74.75
CUST00210,2025-10-21,5812,1335.02,17,78.53
CUST00029,2025-10-21,5311,915.0,6,152.5
CUST00029,2025-10-21,5541,1870.31,4,467.58
CUST00029,2025-10-21,5814,1450.19,6,241.7
CUST00001,2025-10-21,5411,629.58,5,125.92
CUST00001,2025-10-21,5812,332.32,7,47.47
CUST00001,2025-10-21,5732,1008.04,24,42.0
CUST00360,2025-10-21,5732,746.31,19,39.28
CUST00360,2025-10-21,5311,1933.05,20,96.65
CUST00360,2025-10-21,5812,723.89,7,103.41
CUST00360,2025-10-21,5814,1230.57,20,61.53
CUST00321,2025-10-21,5311,1014.58,27,37.58
CUST00243,2025-10-21,5912,408.71,28,14.6
CUST00112,2025-10-21,5812,1690.84,6,281.81
CUST00112,2025-10-21,5912,965.75,10,96.57
CUST00112,2025-10-21,5999,974.07,26,37.46
CUST00190,2025-10-21,5411,1261.38,13,97.03
CUST00147,2025-10-21,5814,1941.26,15,129.42
CUST00147,2025-10-21,5541,1805.76,2,902.88
CUST00147,2025-10-21,5411,1413.2,15,94.21
CUST00147,2025-10-21,5812,542.79,6,90.46
CUST00479,2025-10-21,5999,620.01,12,51.67
CUST00479,2025-10-21,5411,987.09,3,329.03
CUST00062,2025-10-21,5912,782.5,10,78.25
CUST00062,2025-10-21,5311,1307.92,18,72.66
CUST00281,2025-10-21,5814,1331.17,2,665.59
CUST00381,2025-10-21,5732,987.46,21,47.02
CUST00019,2025-10-21,5912,1225.29,24,51.05
CUST00019,2025-10-21,5541,147.55,5,29.51
CUST00019,2025-10-21,5411,677.67,13,52.13
CUST00019,2025-10-21,5999,1518.46,17,89.32
CUST00271,2025-10-21,5999,1320.37,10,132.04
CUST00271,2025-10-21,5912,1319.53,11,119.96
CUST00271,2025-10-21,5814,1175.61,10,117.56
CUST00225,2025-10-21,5541,664.24,25,26.57
CUST00418,2025-10-21,5732,1948.42,10,194.84
CUST00436,2025-10-21,5999,1539.7,14,109.98
CUST00436,2025-10-21,5732,695.54,4,173.89
CUST00436,2025-10-21,5812,732.91,17,43.11
CUST00002,2025-10-21,5541,1335.35,27,49.46
CUST00473,2025-10-21,5814,725.28,14,51.81
CUST00473,2025-10-21,5912,529.73,19,27.88
CUST00473,2025-10-21,5411,643.7,5,128.74
CUST00473,2025-10-21,5541,1377.25,11,125.2
CUST00039,2025-10-21,5814,1300.97,8,162.62
CUST00039,2025-10-21,5999,459.97,19,24.21
CUST00039,2025-10-21,5541,901.2,4,225.3
CUST00039,2025-10-21,5732,312.83,11,28.44
CUST00462,2025-10-21,5999,682.28,11,62.03
CUST00462,2025-10-21,5812,582.24,23,25.31
CUST00462,2025-10-21,5311,956.19,13,73.55
CUST00462,2025-10-21,5814,583.19,17,34.31
CUST00090,2025-10-21,5814,1628.83,14,116.34
CUST00141,2025-10-21,5999,173.47,19,9.13
CUST00141,2025-10-21,5812,1343.94,18,74.66
CUST00310,2025-10-21,5732,1033.11,8,129.14
CUST00310,2025-10-21,5541,975.61,7,139.37
CUST00310,2025-10-21,5999,307.52,26,11.83
CUST00310,2025-10-21,5311,727.68,7,103.95
EDGE002,2025-10-21,5311,1756.72,9,195.19
CUST00113,2025-10-21,5411,1743.08,7,249.01
CUST00113,2025-10-21,5311,1930.53,5,386.11
CUST00113,2025-10-21,5812,1032.08,3,344.03
CUST00401,2025-10-21,5732,1530.76,1,1530.76
CUST00401,2025-10-21,5311,1824.63,4,456.16
CUST00482,2025-10-21,5411,1427.47,15,95.16
CUST00482,2025-10-21,5732,1016.68,10,101.67
CUST00448,2025-10-21,5999,1590.01,14,113.57
CUST00263,2025-10-21,5411,591.84,18,32.88
CUST00263,2025-10-21,5812,1693.01,1,1693.01
CUST00263,2025-10-21,5541,536.26,28,19.15
CUST00166,2025-10-21,5411,412.17,28,14.72
CUST00166,2025-10-21,5912,551.95,14,39.43
CUST00166,2025-10-21,5812,294.82,24,12.28
CUST00166,2025-10-21,5999,590.71,20,29.54
CUST00152,2025-10-21,5732,1386.84,20,69.34
CUST00493,2025-10-21,5732,452.36,13,34.8
CUST00493,2025-10-21,5912,117.03,28,4.18
CUST00493,2025-10-21,5999,1494.45,6,249.07
CUST00194,2025-10-21,5814,1262.22,29,43.52
CUST00194,2025-10-21,5999,484.2,4,121.05
CUST00194,2025-10-21,5732,1964.14,3,654.71
CUST00324,2025-10-21,5814,276.33,26,10.63
CUST00324,2025-10-21,5411,142.01,5,28.4
CUST00130,2025-10-21,5812,487.11,13,37.47
CUST00130,2025-10-21,5541,540.32,9,60.04
CUST00130,2025-10-21,5814,1067.93,14,76.28
CUST00130,2025-10-21,5411,883.24,12,73.6
CUST00193,2025-10-21,5999,1324.35,19,69.7
CUST00193,2025-10-21,5912,1630.18,15,108.68
CUST00484,2025-10-21,5311,1577.35,17,92.79
CUST00484,2025-10-21,5812,349.98,24,14.58
CUST00484,2025-10-21,5411,602.47,25,24.1
CUST00170,2025-10-21,5732,1479.66,11,134.51
CUST00170,2025-10-21,5411,1257.62,28,44.91
CUST00170,2025-10-21,5541,1092.66,8,136.58
CUST00170,2025-10-21,5912,822.42,22,37.38
CUST00467,2025-10-21,5411,844.47,2,422.24
CUST00467,2025-10-21,5812,1231.8,9,136.87
CUST00467,2025-10-21,5732,373.53,9,41.5
CUST00467,2025-10-21,5814,1994.85,14,142.49
CUST00169,2025-10-21,5912,552.58,2,276.29
CUST00169,2025-10-21,5311,1761.42,25,70.46
CUST00169,2025-10-21,5812,1029.98,25,41.2
CUST00169,2025-10-21,5411,1362.39,15,90.83
CUST00410,2025-10-21,5411,1287.01,3,429.0
CUST00060,2025-10-21,5411,570.72,24,23.78
CUST00037,2025-10-21,5912,493.28,11,44.84
CUST00037,2025-10-21,5999,1237.47,5,247.49
CUST00037,2025-10-21,5411,942.59,5,188.52
CUST00496,2025-10-21,5541,1000.05,6,166.67
CUST00356,2025-10-21,5541,1843.3,20,92.16
CUST00356,2025-10-21,5732,245.09,18,13.62
CUST00356,2025-10-21,5411,898.19,19,47.27
CUST00356,2025-10-21,5311,1431.51,21,68.17
CUST00053,2025-10-21,5999,1168.51,25,46.74
CUST00053,2025-10-21,5311,890.29,2,445.14
CUST00053,2025-10-21,5812,1861.49,15,124.1
CUST00053,2025-10-21,5732,560.22,4,140.05
CUST00365,2025-10-21,5732,283.26,4,70.81
CUST00365,2025-10-21,5812,1293.35,16,80.83
CUST00365,2025-10-21,5541,668.1,14,47.72
CUST00365,2025-10-21,5311,578.31,3,192.77
CUST00405,2025-10-21,5311,226.65,26,8.72
CUST00405,2025-10-21,5812,664.99,3,221.66
CUST00364,2025-10-21,5311,1723.94,4,430.98
CUST00364,2025-10-21,5732,1062.95,15,70.86
CUST00364,2025-10-21,5541,798.94,27,29.59
CUST00026,2025-10-21,5311,1725.53,5,345.11
CUST00026,2025-10-21,5541,1084.71,8,135.59
CUST00026,2025-10-21,5912,804.37,9,89.37
CUST00026,2025-10-21,5999,422.78,25,16.91
CUST00206,2025-10-21,5814,1631.73,27,60.43
CUST00206,2025-10-21,5999,1903.78,12,158.65
CUST00489,2025-10-21,5912,954.51,23,41.5
CUST00489,2025-10-21,5812,224.06,26,8.62
CUST00058,2025-10-21,5814,534.33,20,26.72
CUST00058,2025-10-21,5999,175.29,29,6.04
CUST00058,2025-10-21,5311,1492.96,10,149.3
CUST00444,2025-10-21,5732,1544.05,8,193.01
CUST00444,2025-10-21,5541,1191.3,3,397.1
CUST00239,2025-10-21,5411,1029.81,19,54.2
CUST00223,2025-10-21,5732,1959.04,22,89.05
CUST00491,2025-10-21,5541,697.03,21,33.19
CUST00491,2025-10-21,5732,233.41,22,10.61
CUST00424,2025-10-21,5732,1504.25,4,376.06
CUST00424,2025-10-21,5541,1465.51,15,97.7
CUST00424,2025-10-21,5812,829.61,19,43.66
CUST00153,2025-10-21,5541,1584.03,2,792.02
CUST00153,2025-10-21,5311,383.9,26,14.77
CUST00153,2025-10-21,5814,1909.09,14,136.36
CUST00153,2025-10-21,5732,503.33,8,62.92
CUST00111,2025-10-21,5999,1108.76,28,39.6
CUST00111,2025-10-21,5814,724.22,20,36.21
CUST00111,2025-10-21,5912,201.53,29,6.95
CUST00018,2025-10-21,5732,1260.2,23,54.79
CUST00018,2025-10-21,5812,374.22,21,17.82
CUST00461,2025-10-21,5814,382.55,15,25.5
CUST00461,2025-10-21,5912,1309.03,20,65.45
CUST00461,2025-10-21,5541,853.02,27,31.59
CUST00461,2025-10-21,5311,1822.47,26,70.09
CUST00330,2025-10-21,5812,1171.94,15,78.13
CUST00330,2025-10-21,5912,1263.23,3,421.08
CUST00330,2025-10-21,5732,1402.96,19,73.84
CUST00155,2025-10-21,5814,1533.45,5,306.69
CUST00155,2025-10-21,5912,752.93,2,376.47
CUST00155,2025-10-21,5541,1502.01,15,100.13
CUST00155,2025-10-21,5411,943.77,25,37.75
CUST00084,2025-10-21,5311,413.43,4,103.36
CUST00084,2025-10-21,5999,340.13,27,12.6
CUST00084,2025-10-21,5541,951.25,7,135.89
CUST00084,2025-10-21,5411,278.14,15,18.54
CUST00394,2025-10-21,5411,447.75,13,34.44
CUST00394,2025-10-21,5812,294.48,19,15.5
CUST00394,2025-10-21,5814,1340.56,26,51.56
CUST00450,2025-10-21,5814,1971.96,4,492.99
CUST00440,2025-10-21,5411,1200.22,24,50.01
CUST00406,2025-10-21,5732,875.02,2,437.51
CUST00406,2025-10-21,5311,891.76,21,42.46
CUST00070,2025-10-21,5732,1956.09,28,69.86
CUST00070,2025-10-21,5541,729.99,9,81.11
CUST00070,2025-10-21,5999,1488.69,6,248.12
CUST00033,2025-10-21,5311,106.61,1,106.61
CUST00298,2025-10-21,5912,407.09,28,14.54
CUST00298,2025-10-21,5732,851.15,24,35.46
CUST00298,2025-10-21,5541,1999.71,6,333.28
CUST00298,2025-10-21,5411,1366.36,12,113.86
CUST00325,2025-10-21,5541,1872.36,29,64.56
CUST00460,2025-10-21,5311,983.98,5,196.8
CUST00460,2025-10-21,5814,261.71,11,23.79
CUST00435,2025-10-21,5311,1876.78,12,156.4
CUST00156,2025-10-21,5912,497.1,26,19.12
CUST00407,2025-10-21,5912,108.02,6,18.0
CUST00407,2025-10-21,5999,1607.59,6,267.93
CUST00080,2025-10-21,5411,1826.01,3,608.67
CUST00080,2025-10-21,5814,265.27,27,9.82
CUST00085,2025-10-21,5812,1080.78,4,270.2
CUST00085,2025-10-21,5814,279.65,22,12.71
CUST00085,2025-10-21,5999,152.9,3,50.97
CUST00085,2025-10-21,5732,1991.21,27,73.75
EDGE001,2025-10-21,5311,353.76,29,12.2
EDGE001,2025-10-21,5732,1625.33,17,95.61
EDGE001,2025-10-21,5912,126.28,20,6.31
EDGE001,2025-10-21,5812,330.51,28,11.8
CUST00119,2025-10-21,5732,229.04,15,15.27
CUST00119,2025-10-21,5411,1755.3,22,79.79
CUST00119,2025-10-21,5912,1913.19,1,1913.19
CUST00486,2025-10-21,5732,1192.05,6,198.67
CUST00305,2025-10-21,5814,1933.17,1,1933.17
CUST00125,2025-10-21,5812,350.95,14,25.07
CUST00125,2025-10-21,5541,385.84,18,21.44
CUST00095,2025-10-21,5814,491.77,1,491.77
CUST00095,2025-10-21,5732,664.17,28,23.72
CUST00082,2025-10-21,5732,1224.99,12,102.08
CUST00082,2025-10-21,5411,575.83,14,41.13
CUST00445,2025-10-21,5411,436.8,28,15.6
CUST00241,2025-10-21,5541,1108.82,5,221.76
CUST00241,2025-10-21,5732,1535.01,13,118.08
CUST00241,2025-10-21,5411,610.91,25,24.44
CUST00241,2025-10-21,5812,1540.13,26,59.24
CUST00056,2025-10-21,5541,1599.11,1,1599.11
CUST00056,2025-10-21,5311,1799.55,3,599.85
CUST00056,2025-10-21,5732,613.72,29,21.16
